timestamp,core_node_cpu,core_node_memory,core_node_tx,core_node_rx,core_node_latency,core_node_jitter,core_node_cost,mec_node_cpu,mec_node_memory,mec_node_tx,mec_node_rx,mec_node_latency,mec_node_jitter,mec_node_cost,kube_app_server_cpu,kube_app_server_memory,kube_app_server_tx,kube_app_server_rx,kube_app_server_latency,kube_app_server_jitter,kube_app_server_cost,ue1_cqi,ue1_dl_bitrate,ue1_dl_mcs,ue1_epre,ue1_pusch_snr,ue1_ul_bitrate,ue1_ul_mcs,ue1_ul_path_loss,ue2_cqi,ue2_dl_bitrate,ue2_dl_mcs,ue2_epre,ue2_pusch_snr,ue2_ul_bitrate,ue2_ul_mcs,ue2_ul_path_loss,ue3_cqi,ue3_dl_bitrate,ue3_dl_mcs,ue3_epre,ue3_pusch_snr,ue3_ul_bitrate,ue3_ul_mcs,ue3_ul_path_loss
1761121946.379874,19.285500049987476,34.45796824724725,24832.3391208718,5990.602192821676,54.55,11.78,4.0,21.6307210240334,50.09199531370899,20240.94136471216,26597.95326510884,49.91,7.62,4.0,24.448879407244412,79.67072425941804,10126.212924093317,542279.5402931663,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761121951.888344,19.285500049987498,34.45796824724725,24832.339120871795,5990.602192821674,65.33,26.4,4.0,21.6307210240334,50.09199531370899,20240.94136471216,26597.95326510884,55.65,11.98,4.0,24.448879407244412,79.67072425941804,10126.212924093317,542279.5402931663,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761121957.243369,19.285500049987498,34.45796824724725,24832.3391208718,5990.602192821676,65.94,6.66,4.0,20.972796372850695,50.038886667740776,19154.553940525402,11410.588078410454,55.65,11.98,4.0,24.448879407244405,79.67072425941804,10126.212924093319,542279.5402931663,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761121962.561023,19.285500049987498,34.45796824724725,24832.339120871795,5990.602192821674,65.94,6.66,4.0,20.972796372850723,50.038886667740776,19154.553940525402,11410.588078410454,62.35,11.65,4.0,24.448879407244412,79.67072425941804,10126.212924093317,542279.5402931663,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761121967.753465,19.285500049987498,34.45796824724725,24832.339120871795,5990.602192821674,75.63,34.67,4.0,20.972796372850723,50.038886667740776,19154.553940525402,11410.588078410454,62.35,11.65,4.0,24.448879407244412,79.67072425941804,10126.212924093317,542279.5402931663,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761121973.049956,19.285500049987498,34.45796824724725,24832.339120871795,5990.602192821674,75.63,34.67,4.0,20.972796372850723,50.038886667740776,19154.553940525402,11410.588078410454,69.25,13.14,4.0,24.483854479187958,80.5531959759608,15920.261350756718,108994.73298219882,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761121978.338677,19.189477544760987,34.65869485760395,24586.536858600342,2184.776447837829,63.21,18.28,4.0,20.972796372850723,50.038886667740776,19154.553940525402,11410.588078410454,69.25,13.14,4.0,24.483854479187958,80.5531959759608,15920.261350756718,108994.73298219882,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761121983.576512,19.189477544760976,34.65869485760395,24586.536858600335,2184.776447837829,63.21,18.28,4.0,20.972796372850723,50.038886667740776,19154.553940525402,11410.588078410454,54.0,11.42,4.0,24.483854479187958,80.5531959759608,15920.261350756718,108994.73298219882,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761121988.815604,19.189477544760976,34.65869485760395,24586.536858600335,2184.7764478378285,65.84,13.92,4.0,19.949999999998916,50.33247603646396,19142.933333333334,13954.4,54.0,11.42,4.0,24.483854479187958,80.5531959759608,15920.261350756718,108994.73298219882,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761121994.079327,19.189477544760976,34.65869485760395,24586.536858600342,2184.776447837829,65.84,13.92,4.0,19.949999999998916,50.33247603646396,19142.933333333334,13954.4,67.32,22.71,4.0,24.483854479187958,80.5531959759608,15920.261350756718,108994.73298219882,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
