timestamp,core_node_cpu,core_node_memory,core_node_tx,core_node_rx,core_node_latency,core_node_cost,mec_node_cpu,mec_node_memory,mec_node_tx,mec_node_rx,mec_node_latency,mec_node_cost,kube_app_server_cpu,kube_app_server_memory,kube_app_server_tx,kube_app_server_rx,kube_app_server_latency,kube_app_server_cost,ue_count,avg_cqi,avg_dl_bitrate,avg_ul_bitrate,avg_dl_mcs,avg_ul_mcs,avg_epre,avg_pusch_snr,avg_ul_path_loss,max_cqi,min_cqi,cqi_std,network_load,system_health,resource_utilization
1760521680.37074,19.158333333333438,33.960246144750855,29517.066666666666,8543.2,1.0,4.0,20.143980802559526,47.16704160972902,15884.01546460472,2084.5220637248367,1.0,4.0,16.844420743900784,61.129589916407724,16429.809358752165,102391.9477403013,1.0,4.0,2,14,5325,0,11.5,0,-106.05000000000001,5.75,64.9,15,13,1.4142135623730951,0.03806026666666666,18.71557829326458,47.4189592236292
1760521686.002445,19.158333333333438,33.960246144750855,29517.066666666666,8543.2,1.0,4.0,20.143980802559526,47.16704160972902,15884.01546460472,2084.5220637248367,1.0,4.0,16.844420743900784,61.129589916407724,16429.809358752165,102391.9477403013,1.0,4.0,2,15,0,0,0,0,-107.85,4.2,65.05,15,15,0.0,0.03806026666666666,18.71557829326458,47.4189592236292
1760521692.395773,19.158333333333438,33.960246144750855,29517.066666666666,8543.2,1.0,4.0,20.143980802559526,47.16704160972902,15884.01546460472,2084.5220637248367,1.0,4.0,16.844420743900784,61.129589916407724,16429.809358752165,102391.9477403013,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03806026666666666,18.71557829326458,47.4189592236292
1760521701.838728,18.060785816642774,33.47730391207176,34356.25020828473,9131.202719365481,1.0,4.0,20.143980802559526,47.16704160972902,15884.01546460472,2084.5220637248367,1.0,4.0,15.310930346268481,60.79020764783818,12815.575410054673,98026.4035204694,1.0,4.0,2,15,6207,2726,25.5,2.4,-109.45,4.65,66.05,15,15,0.0,0.04348745292765021,17.838565655156927,47.14485105654632
1760521707.592103,18.060785816642774,33.47730391207176,34356.25020828473,9131.202719365481,1.0,4.0,17.989065208694427,47.909568109352094,15741.83224429924,1650.886784904654,1.0,4.0,15.310930346268481,60.79020764783818,12815.575410054673,98026.4035204694,1.0,4.0,2,14.5,3302.5,0,25.35,0,-109.45,4.65,66.05,15,14,0.7071067811865476,0.04348745292765021,17.120260457201894,47.39235988975401
1760521714.045252,18.060785816642774,33.47730391207176,34356.25020828473,9131.202719365483,1.0,4.0,17.989065208694427,47.909568109352094,15741.83224429924,1650.886784904654,1.0,4.0,15.310930346268481,60.79020764783818,12815.575410054673,98026.4035204694,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043487452927650216,17.120260457201894,47.39235988975401
1760521720.196674,18.060785816642774,33.47730391207176,34356.25020828473,9131.202719365481,1.0,4.0,17.989065208694427,47.909568109352094,15741.83224429924,1650.886784904654,1.0,4.0,15.310930346268481,60.79020764783818,12815.575410054673,98026.4035204694,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04348745292765021,17.120260457201894,47.39235988975401
1760521726.933472,16.797252692294936,33.42227885619786,20636.548527989864,5420.464775114194,1.0,4.0,17.989065208694427,47.909568109352094,15741.83224429924,1650.886784904654,1.0,4.0,15.310930346268481,60.79020764783818,12815.575410054673,98026.4035204694,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026057013303104056,16.69908274908595,47.374018204462715
1760521733.00851,16.79725269229492,33.42227885619786,20636.548527989864,5420.464775114194,1.0,4.0,17.989065208694427,47.909568109352094,15741.83224429924,1650.886784904654,1.0,4.0,16.377777777777666,61.97247542164169,13521.333333333334,63035.46666666667,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026057013303104056,17.054698559589003,47.76810746239722
1760521738.870422,16.79725269229492,33.42227885619786,20636.548527989864,5420.464775114194,1.0,4.0,20.22464420224643,47.14396819050688,9494.517214945172,4708.862447088624,1.0,4.0,16.377777777777666,61.97247542164169,13521.333333333336,63035.46666666667,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026057013303104056,17.799891557439672,47.512907489448814
1760521745.430317,16.79725269229492,33.42227885619786,20636.548527989864,5420.464775114194,1.0,4.0,20.22464420224643,47.14396819050688,9494.517214945172,4708.862447088624,1.0,4.0,16.377777777777666,61.97247542164169,13521.333333333334,63035.46666666667,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026057013303104056,17.799891557439672,47.512907489448814
1760521752.230424,16.79725269229492,33.42227885619786,20636.548527989864,5420.464775114194,1.0,4.0,20.22464420224643,47.14396819050688,9494.517214945172,4708.862447088624,1.0,4.0,16.377777777777666,61.97247542164169,13521.333333333334,63035.46666666667,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026057013303104056,17.799891557439672,47.512907489448814
1760521759.326176,18.908333333333285,33.72466700354117,24285.066666666666,4289.866666666667,1.0,4.0,20.22464420224643,47.14396819050688,9494.517214945172,4708.862447088624,1.0,4.0,16.377777777777666,61.97247542164169,13521.333333333334,63035.46666666667,1.0,4.0,1,15,3544,0,26.5,0,-90.1,23.3,56.8,15,15,0,0.028574933333333333,18.503585104452462,47.61370353856325
1760521765.193999,18.908333333333285,33.72466700354117,24285.066666666673,4289.866666666667,1.0,4.0,20.22464420224643,47.14396819050688,9494.517214945172,4708.862447088624,1.0,4.0,19.63869075394969,61.542776886993266,18450.503299780015,28180.25464969002,1.0,4.0,1,15,3448,0,26.2,0,-90.1,23.3,56.8,15,15,0,0.02857493333333334,19.5905560965098,47.47047069368044
