timestamp,core_node_cpu,core_node_memory,core_node_tx,core_node_rx,core_node_latency,core_node_cost,mec_node_cpu,mec_node_memory,mec_node_tx,mec_node_rx,mec_node_latency,mec_node_cost,kube_app_server_cpu,kube_app_server_memory,kube_app_server_tx,kube_app_server_rx,kube_app_server_latency,kube_app_server_cost,ue_count,avg_cqi,avg_dl_bitrate,avg_ul_bitrate,avg_dl_mcs,avg_ul_mcs,avg_epre,avg_pusch_snr,avg_ul_path_loss,max_cqi,min_cqi,cqi_std,network_load,system_health,resource_utilization
1760521620.604275,21.458812547921365,33.712982917266686,26085.808580858084,5728.306163949728,1.0,4.0,20.733333333333427,47.311847206226645,15855.733333333334,1244.2666666666667,1.0,4.0,17.716596671333214,59.97019961088411,4789.547363509099,87073.12845810279,1.0,4.0,2,15,3244,0,26.85,0,-103.4,9.85,61.6,15,15,0.0,0.03181411474480781,19.96958085086267,46.99834324479248
1760521626.304802,21.458812547921365,33.712982917266686,26085.808580858084,5728.306163949728,1.0,4.0,20.733333333333427,47.311847206226645,15855.733333333334,1244.2666666666669,1.0,4.0,17.716596671333214,59.97019961088411,4789.547363509099,87073.12845810279,1.0,4.0,3,15,2608,448.6666666666667,24.533333333333335,6.766666666666667,-105.43333333333334,7.866666666666666,63.06666666666666,15,15,0.0,0.03181411474480781,19.96958085086267,46.99834324479248
1760521631.581893,21.458812547921365,33.712982917266686,26085.808580858084,5728.306163949728,1.0,4.0,20.733333333333427,47.311847206226645,15855.733333333334,1244.2666666666667,1.0,4.0,17.716596671333214,59.97019961088411,4789.547363509099,87073.12845810279,1.0,4.0,3,15,4808.666666666667,580,25.766666666666666,2.1,-106.16666666666667,7.4,64.3,15,15,0.0,0.03181411474480781,19.96958085086267,46.99834324479248
1760521636.876085,19.66696669666968,33.86098134341027,27184.31843184318,3306.730673067307,1.0,4.0,20.733333333333427,47.311847206226645,15855.733333333334,1244.2666666666667,1.0,4.0,17.716596671333214,59.97019961088411,4789.547363509099,87073.12845810279,1.0,4.0,1,15,4114,0,26.8,0,-101.8,10.8,69,15,15,0,0.03049104910491049,19.37229890044544,47.04767605350701
1760521642.26799,19.66696669666968,33.86098134341027,27184.31843184318,3306.7306730673067,1.0,4.0,20.733333333333427,47.311847206226645,15855.733333333334,1244.2666666666667,1.0,4.0,16.572215925506097,60.70128392330677,13123.808253883593,100771.78478565239,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03049104910491049,18.990838651836402,47.29137082431456
1760521647.629255,19.66696669666968,33.86098134341027,27184.31843184318,3306.7306730673067,1.0,4.0,22.366666666666788,47.44949208641393,16056.266666666666,5229.333333333333,1.0,4.0,16.572215925506097,60.70128392330677,13123.808253883593,100771.78478565239,1.0,4.0,2,14.5,21.5,4,21.2,4.75,-107.6,7.4,71.75,15,14,0.7071067811865476,0.03049104910491049,19.535283096280853,47.33725245104366
1760521653.309852,19.66696669666968,33.86098134341027,27184.31843184318,3306.7306730673067,1.0,4.0,22.366666666666788,47.44949208641393,16056.266666666666,5229.333333333333,1.0,4.0,16.572215925506097,60.70128392330677,13123.808253883593,100771.78478565239,1.0,4.0,2,14,3452.5,0,25.15,0,-107.6,7.4,71.75,15,13,1.4142135623730951,0.03049104910491049,19.535283096280853,47.33725245104366
1760521658.759609,19.66696669666968,33.86098134341027,27184.31843184318,3306.7306730673067,1.0,4.0,22.366666666666788,47.44949208641393,16056.266666666666,5229.333333333333,1.0,4.0,16.572215925506097,60.70128392330677,13123.808253883593,100771.78478565239,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03049104910491049,19.535283096280853,47.33725245104366
1760521664.20811,19.66696669666968,33.86098134341027,27184.31843184318,3306.7306730673067,1.0,4.0,22.366666666666788,47.44949208641393,16056.266666666666,5229.333333333333,1.0,4.0,16.572215925506097,60.70128392330677,13123.808253883593,100771.78478565239,1.0,4.0,1,15,32,8,22.1,0.4,-110,2,64.7,15,15,0,0.03049104910491049,19.535283096280853,47.33725245104366
1760521669.556671,19.158333333333424,33.960246144750855,29517.066666666666,8543.2,1.0,4.0,22.366666666666788,47.44949208641393,16056.266666666666,5229.333333333333,1.0,4.0,16.572215925506097,60.70128392330677,13123.808253883593,100771.78478565239,1.0,4.0,3,14.333333333333334,1778.3333333333333,268,23.366666666666667,2.966666666666667,-108.1,4.0,64.43333333333334,15,14,0.5773502691896257,0.03806026666666666,19.365738641835435,47.37034071815719
1760521674.991514,19.158333333333438,33.960246144750855,29517.066666666666,8543.2,1.0,4.0,22.366666666666788,47.44949208641393,16056.266666666666,5229.333333333333,1.0,4.0,16.844420743900784,61.129589916407724,16429.809358752165,102391.9477403013,1.0,4.0,3,9.666666666666666,4475.333333333333,2068.6666666666665,25.166666666666664,2.3333333333333335,-108.2,3.8333333333333335,64.86666666666667,15,7,4.618802153517006,0.03806026666666666,19.456473581300337,47.51310938252417
