timestamp,core_node_cpu,core_node_memory,core_node_tx,core_node_rx,core_node_latency,core_node_jitter,core_node_cost,mec_node_cpu,mec_node_memory,mec_node_tx,mec_node_rx,mec_node_latency,mec_node_jitter,mec_node_cost,kube_app_server_cpu,kube_app_server_memory,kube_app_server_tx,kube_app_server_rx,kube_app_server_latency,kube_app_server_jitter,kube_app_server_cost,ue1_cqi,ue1_dl_bitrate,ue1_dl_mcs,ue1_epre,ue1_pusch_snr,ue1_ul_bitrate,ue1_ul_mcs,ue1_ul_path_loss,ue1_dl_tx,ue1_ul_tx,ue1_dl_err,ue1_ul_err,ue1_dl_retx,ue1_ul_retx,ue1_ul_phr,ue1_ul_rank,ue1_ul_n_layer,ue1_turbo_decoder_min,ue1_turbo_decoder_avg,ue1_turbo_decoder_max,ue2_cqi,ue2_dl_bitrate,ue2_dl_mcs,ue2_epre,ue2_pusch_snr,ue2_ul_bitrate,ue2_ul_mcs,ue2_ul_path_loss,ue2_dl_tx,ue2_ul_tx,ue2_dl_err,ue2_ul_err,ue2_dl_retx,ue2_ul_retx,ue2_ul_phr,ue2_ul_rank,ue2_ul_n_layer,ue2_turbo_decoder_min,ue2_turbo_decoder_avg,ue2_turbo_decoder_max,ue3_cqi,ue3_dl_bitrate,ue3_dl_mcs,ue3_epre,ue3_pusch_snr,ue3_ul_bitrate,ue3_ul_mcs,ue3_ul_path_loss,ue3_dl_tx,ue3_ul_tx,ue3_dl_err,ue3_ul_err,ue3_dl_retx,ue3_ul_retx,ue3_ul_phr,ue3_ul_rank,ue3_ul_n_layer,ue3_turbo_decoder_min,ue3_turbo_decoder_avg,ue3_turbo_decoder_max
1761775205.086002,33.97673100642998,39.940201445631054,2237247.458079141,2156707.9374604127,105.85,37.69,4.0,36.66666666667273,51.60032064096367,1265470.1333333333,1219844.5333333332,121.39,53.21,4.0,33.60663933606412,81.02403526710935,2269014.4318901445,135803.48631803488,0.0,0.0,4.0,15,1156651,12.8,-87.7,25.2,55913,21.3,67.8,396,101,40,0,502,10,14,1,1,1,3.144,5,12,1354205,21.3,-102.3,10.3,43955,7.5,67.3,215,60,0,0,21,8,38,1,1,1,3.16,5,15,1266573,26.3,-81.4,26.6,41968,27,55,307,111,0,0,29,0,22,1,1,2,2.378,5
1761775215.623598,33.97673100642998,39.940201445631054,2237247.458079141,2156707.9374604127,139.78,132.4,4.0,36.66666666667273,51.60032064096367,1265470.1333333333,1219844.5333333337,121.39,53.21,4.0,33.60663933606412,81.02403526710935,2269014.4318901445,135803.48631803488,0.0,0.0,4.0,14,1306454,15,-89.8,24.7,57280,21.3,68.8,451,115,27,0,368,12,14,1,1,1,3.126,5,10,1011748,20.7,-103.1,10.3,57889,6.3,66.4,270,82,0,0,28,6,38,1,1,1,2.663,5,15,1175658,26.5,-80.9,31.6,34884,27,55.5,325,103,0,0,32,1,22,1,1,1,2.385,5
1761775225.919008,35.19145233030339,39.94799083648072,2210536.1954489783,2130288.1454264163,82.89,32.37,4.0,36.66666666667273,51.60032064096367,1265470.1333333333,1219844.5333333332,90.74,46.8,4.0,40.049560511609954,81.26215987172702,2266431.443144315,554284.7618095143,0.0,0.0,4.0,15,1033679,16.2,-90,22.1,43656,20.8,68.7,310,85,32,0,303,8,14,1,1,1,2.904,5,11,953966,21.4,-101.2,13.7,48900,6.5,66.8,286,87,0,0,27,7,38,1,1,1,2.703,5,15,1024282,26,-80.6,32.4,28924,27,55.3,277,86,0,0,22,0,22,1,1,2,2.5,5
1761775236.408158,35.19145233030339,39.94799083648072,2210536.1954489783,2130288.1454264163,82.89,32.37,4.0,40.49999999999878,51.35248029311199,1261921.6,1220245.0666666667,109.63,55.58,4.0,40.049560511609954,81.26215987172702,2266431.4431443145,554284.7618095143,0.0,0.0,4.0,13,920627,12.8,-89.9,21.2,49630,21.1,65.7,410,115,56,0,580,11,14,1,1,1,3.111,5,15,1142339,21.2,-101.9,12.1,66732,6.9,67.4,400,127,0,0,26,12,38,1,1,1,2.899,5,15,1095791,26.1,-80.7,34.1,27926,27,55.2,343,97,0,0,31,3,22,1,1,1,2.62,5
1761775247.705416,35.19145233030339,39.94799083648072,2210536.1954489783,2130288.1454264163,88.74,32.89,4.0,40.49999999999878,51.35248029311199,1261921.6,1220245.0666666667,70.3,21.71,4.0,40.049560511609954,81.26215987172702,2266431.4431443145,554284.7618095143,0.0,0.0,4.0,6,1197487,14.3,-89.8,23.7,42711,20.9,67.9,466,117,46,0,561,6,14,1,1,1,2.951,5,11,1012444,19,-102.2,11.2,55116,6.6,65.6,408,117,0,0,32,11,38,1,1,1,2.734,5,15,1213643,25,-81,31.8,30161,27,54.7,430,122,0,0,41,1,22,1,1,1,2.244,5
1761775258.041723,54.70939462966973,39.99932092490028,2302320.7013184233,2222929.7991302544,97.35,36.69,4.0,40.49999999999879,51.35248029311199,1261921.6,1220245.0666666667,105.21,83.45,4.0,52.29999999999967,80.02657765010603,2285301.0666666664,141687.73333333337,0.0,0.0,4.0,15,1147472,13.5,-89.9,23.2,54148,20.7,66,566,152,75,0,668,12,17,1,1,1,2.958,5,10,1116932,19.9,-101.4,13.2,63567,6.9,68.3,411,118,0,0,49,11,38,1,1,1,2.931,5,15,1056953,26,-81,33.5,34684,27,54.9,425,146,0,0,42,3,22,1,1,1,2.409,5
1761775268.419903,54.70939462966973,39.99932092490028,2302320.7013184237,2222929.799130255,85.69,31.69,4.0,48.536764215723316,50.946308551287636,1260544.230384641,1223888.0074661688,105.21,83.45,4.0,52.29999999999967,80.02657765010603,2285301.0666666664,141687.73333333334,0.0,0.0,4.0,14,1211513,13,-88.4,24,50596,21.1,67.5,600,150,51,0,682,15,14,1,1,1,3.103,5,10,1084094,21.2,-102.2,10.6,56385,6.4,67,462,154,0,0,32,15,38,1,1,1,2.742,5,15,1174162,26.5,-80.6,36.8,37052,27,55.3,512,163,0,0,47,3,22,1,1,1,2.524,5
1761775278.900301,54.70939462966973,39.99932092490028,2302320.7013184237,2222929.799130255,85.69,31.69,4.0,48.536764215723316,50.946308551287636,1260544.230384641,1223888.0074661688,92.63,29.39,4.0,52.29999999999967,80.02657765010603,2285301.0666666664,141687.73333333334,0.0,0.0,4.0,3,1703515,22.3,-87.7,24,72727,21.5,67.5,13,4,0,0,1,0,14,1,1,3,3,3,15,1820848,26.8,-102.1,10.8,38060,6,67.1,10,3,0,0,0,0,38,1,1,2,2.333,3,15,1772848,25.5,-80.3,33.3,58585,27,54.8,15,5,0,0,2,0,22,1,1,2,3.4,5
1761775289.202193,43.524999999999636,40.33606228317033,2230200.8,2157938.133333334,102.51,32.8,4.0,48.536764215723316,50.946308551287636,1260544.230384641,1223888.0074661688,117.96,40.55,4.0,42.26946101134001,78.52561679643827,2271060.9402592215,559619.6314930196,0.0,0.0,4.0,0,1290446,14.7,-90.4,22.2,53082,20.3,68,513,130,21,0,321,14,17,1,1,1,2.771,5,14,1269271,20.5,-102,10.2,62633,6.5,67.5,398,108,0,0,32,11,38,1,1,1,2.646,5,15,1172455,26.5,-81.4,35.7,35253,27,55,372,126,0,0,35,1,22,1,1,2,2.433,5
1761775299.515499,43.524999999999636,40.33606228317033,2230200.8,2157938.1333333333,92.28,32.63,4.0,39.635345488481775,50.96401143327704,1281141.8286057129,1251050.8316389453,95.15,30.13,4.0,42.26946101134001,78.52561679643827,2271060.940259221,559619.6314930196,0.0,0.0,4.0,15,1249670,12.7,-89.8,21.3,56806,21,68.4,576,135,52,0,581,10,14,1,1,1,3.062,5,12,1054815,21.3,-102.1,7.6,43162,7.4,66.6,289,75,0,0,20,8,38,1,1,2,3.022,5,15,1195024,25.9,-80.8,26.5,39833,27,55.1,416,139,0,0,36,0,22,1,1,2,2.281,5
